Order Line,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
2395,CA-2015-124450,10/13/2017,10/19/2017,Standard Class,GT-14710,FUR-CH-10000309,1267.53,3,0,316.88
2396,CA-2015-124450,10/13/2017,10/19/2017,Standard Class,GT-14710,TEC-MA-10004212,1379.92,8,0,648.56
2397,CA-2015-151841,10/13/2017,10/18/2017,Standard Class,TC-21475,OFF-AP-10003971,43.56,5,0.2,3.27
2398,CA-2015-151841,10/13/2017,10/18/2017,Standard Class,TC-21475,OFF-SU-10001574,5.84,2,0.2,0.73
2399,CA-2015-130792,10/14/2017,10/21/2017,Standard Class,RA-19915,OFF-AP-10000696,8.65,3,0.8,-20.33
2400,CA-2015-130792,10/14/2017,10/21/2017,Standard Class,RA-19915,OFF-ST-10003327,23.83,3,0.2,2.68
2401,CA-2015-130792,10/14/2017,10/21/2017,Standard Class,RA-19915,OFF-BI-10000309,12.18,4,0.8,-18.87
2402,CA-2015-120782,10/14/2017,10/17/2017,First Class,SD-20485,OFF-AP-10003779,186.73,1,0.1,41.50
2403,CA-2015-120782,10/14/2017,10/17/2017,First Class,SD-20485,OFF-BI-10003527,3812.97,3,0,1906.49
2404,CA-2015-157434,10/15/2017,10/20/2017,Second Class,JK-15640,OFF-PA-10001526,7.97,2,0.2,2.89
2405,US-2015-164175,10/16/2017,10/21/2017,Standard Class,PS-18970,FUR-CH-10001146,213.12,5,0.3,-15.22
2406,CA-2015-135174,10/16/2017,10/18/2017,Second Class,BP-11230,TEC-PH-10001530,1022.97,5,0.4,-255.74
2407,CA-2015-103716,10/16/2017,10/22/2017,Standard Class,KB-16585,OFF-AR-10000658,34.65,3,0,9.70
2408,CA-2015-103716,10/16/2017,10/22/2017,Standard Class,KB-16585,TEC-PH-10000347,19.80,5,0.2,1.73
2409,US-2015-115238,10/16/2017,10/20/2017,Standard Class,JW-15220,FUR-FU-10002960,31.40,5,0,13.19
2410,US-2015-115238,10/16/2017,10/20/2017,Standard Class,JW-15220,FUR-FU-10002445,9.48,1,0,3.79
2411,US-2015-115238,10/16/2017,10/20/2017,Standard Class,JW-15220,TEC-PH-10001300,209.50,10,0,58.66
2412,US-2015-115238,10/16/2017,10/20/2017,Standard Class,JW-15220,FUR-FU-10001025,24.30,5,0,10.45
2413,US-2015-115238,10/16/2017,10/20/2017,Standard Class,JW-15220,OFF-PA-10002689,6.48,1,0,3.11
2414,CA-2015-145821,10/17/2017,10/23/2017,Standard Class,JB-15400,TEC-PH-10004348,88.75,3,0.2,11.09
2415,CA-2015-161998,10/17/2017,10/21/2017,Standard Class,DB-13120,FUR-FU-10001095,63.55,3,0.2,14.30
2416,CA-2015-161998,10/17/2017,10/21/2017,Standard Class,DB-13120,OFF-SU-10004261,41.38,3,0.2,4.65
2417,CA-2015-161998,10/17/2017,10/21/2017,Standard Class,DB-13120,OFF-AR-10004022,172.70,6,0.2,10.79
2418,CA-2015-104486,10/17/2017,10/22/2017,Standard Class,PO-18850,OFF-BI-10000309,12.18,1,0.2,4.41
2419,CA-2015-104486,10/17/2017,10/22/2017,Standard Class,PO-18850,OFF-ST-10000876,37.32,3,0,10.45
2420,CA-2015-104486,10/17/2017,10/22/2017,Standard Class,PO-18850,OFF-SU-10002573,35.06,2,0,10.52
2421,CA-2015-116687,10/18/2017,10/23/2017,Standard Class,NC-18625,OFF-LA-10000443,8.86,3,0.2,2.99
2422,CA-2015-116687,10/18/2017,10/23/2017,Standard Class,NC-18625,TEC-PH-10001750,158.38,3,0.2,13.86
2423,CA-2015-107937,10/19/2017,10/24/2017,Standard Class,JB-16045,FUR-FU-10002298,665.88,6,0,106.54
2424,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,OFF-AR-10001468,59.90,2,0.2,14.23
2425,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,OFF-AP-10003266,23.70,2,0.2,6.52
2426,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,OFF-PA-10002230,7.97,2,0.2,2.89
2427,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,OFF-AP-10003622,18.20,7,0.2,2.05
2428,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,TEC-AC-10001542,27.55,3,0.2,-0.34
2429,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,FUR-CH-10002965,844.12,6,0.3,-36.18
2430,CA-2015-112130,10/19/2017,10/23/2017,Standard Class,SV-20785,OFF-ST-10000563,76.75,3,0.2,-9.59
2431,CA-2015-150770,10/19/2017,10/22/2017,First Class,LC-16870,OFF-AR-10001246,8.82,3,0,2.56
2432,CA-2015-150770,10/19/2017,10/22/2017,First Class,LC-16870,OFF-BI-10002026,62.50,2,0.2,21.87
2433,CA-2015-150770,10/19/2017,10/22/2017,First Class,LC-16870,TEC-AC-10000844,339.96,4,0,122.39
2434,CA-2015-150770,10/19/2017,10/22/2017,First Class,LC-16870,OFF-BI-10001575,49.57,2,0.2,17.35
2435,CA-2015-160864,10/19/2017,10/22/2017,First Class,NF-18595,OFF-BI-10004654,13.85,3,0.2,5.19
2436,CA-2015-144253,10/20/2017,10/25/2017,Second Class,AS-10225,FUR-FU-10002671,26.80,2,0,12.86
2437,CA-2015-129700,10/20/2017,10/21/2017,First Class,LA-16780,FUR-FU-10001940,22.29,7,0.6,-8.92
2438,CA-2015-110548,10/20/2017,10/24/2017,Standard Class,AH-10690,TEC-PH-10002922,946.34,7,0.2,118.29
2439,CA-2015-146290,10/20/2017,10/27/2017,Standard Class,SV-20815,OFF-AR-10001897,125.93,7,0,35.26
2440,CA-2015-137512,10/23/2017,10/28/2017,Standard Class,AG-10675,FUR-TA-10001095,244.01,2,0.3,-31.37
2441,CA-2015-137512,10/23/2017,10/28/2017,Standard Class,AG-10675,OFF-PA-10000213,15.94,4,0.2,5.38
2442,CA-2015-147879,10/23/2017,10/28/2017,Standard Class,CC-12220,OFF-PA-10001952,45.68,2,0,21.01
2443,CA-2015-113971,10/24/2017,10/30/2017,Standard Class,CB-12535,FUR-FU-10001852,8.35,6,0.2,1.25
2444,CA-2015-109939,10/24/2017,10/28/2017,Standard Class,AA-10375,OFF-AR-10000127,5.25,2,0.2,0.59
2445,CA-2015-136798,10/24/2017,10/28/2017,Standard Class,DL-12925,OFF-BI-10003684,43.98,2,0,21.99
2446,CA-2015-136798,10/24/2017,10/28/2017,Standard Class,DL-12925,TEC-PH-10000441,377.97,3,0,105.83
2447,CA-2015-136798,10/24/2017,10/28/2017,Standard Class,DL-12925,FUR-FU-10000723,123.96,3,0,11.16
2448,CA-2015-142055,10/24/2017,10/26/2017,First Class,AB-10255,OFF-PA-10003465,37.94,2,0,18.21
2449,US-2015-160857,10/24/2017,10/31/2017,Standard Class,NW-18400,FUR-FU-10001095,79.44,3,0,30.19
2450,US-2015-160857,10/24/2017,10/31/2017,Standard Class,NW-18400,OFF-SU-10000157,357.93,3,0,7.16
2451,US-2015-160857,10/24/2017,10/31/2017,Standard Class,NW-18400,FUR-CH-10002647,127.76,2,0.1,21.29
2452,US-2015-160857,10/24/2017,10/31/2017,Standard Class,NW-18400,TEC-CO-10004115,2799.94,7,0.2,1014.98
2453,US-2015-160857,10/24/2017,10/31/2017,Standard Class,NW-18400,OFF-PA-10003363,19.44,3,0,9.33
2454,CA-2015-155635,10/25/2017,10/29/2017,Standard Class,ME-17725,OFF-BI-10000962,48.81,3,0,23.92
2455,CA-2015-129217,10/26/2017,10/26/2017,Same Day,DP-13390,OFF-AP-10002439,70.97,5,0.8,-191.62
2456,CA-2015-129217,10/26/2017,10/26/2017,Same Day,DP-13390,OFF-AR-10004602,36.78,2,0.2,3.68
2457,CA-2015-144043,10/26/2017,10/31/2017,Standard Class,AB-10165,TEC-AC-10002718,46.69,4,0.2,-2.92
2458,CA-2015-135727,10/27/2017,11/1/2017,Second Class,PS-18970,FUR-CH-10004540,191.97,7,0.2,16.80
2459,CA-2015-159380,10/28/2017,11/1/2017,Standard Class,CS-12505,OFF-PA-10003893,12.84,3,0,5.78
2460,CA-2015-159380,10/28/2017,11/1/2017,Standard Class,CS-12505,OFF-PA-10004239,25.68,6,0,11.56
2461,US-2015-122910,10/28/2017,11/1/2017,Standard Class,LT-16765,TEC-PH-10000441,201.58,2,0.2,20.16
2462,CA-2015-130876,10/28/2017,11/1/2017,Second Class,AZ-10750,OFF-ST-10004258,36.63,3,0,9.89
2463,CA-2015-162607,10/28/2017,11/3/2017,Standard Class,RO-19780,OFF-BI-10002949,14.59,3,0.2,4.92
2464,CA-2015-131856,10/28/2017,11/2/2017,Standard Class,JG-15160,FUR-FU-10000175,21.97,4,0.6,-15.93
2465,CA-2015-131856,10/28/2017,11/2/2017,Standard Class,JG-15160,TEC-PH-10001336,619.15,6,0.2,69.65
2466,CA-2015-131856,10/28/2017,11/2/2017,Standard Class,JG-15160,OFF-PA-10001954,127.90,7,0.2,41.57
2467,CA-2015-145835,10/29/2017,11/3/2017,Second Class,BF-11170,TEC-PH-10004447,222.38,2,0.2,16.68
2468,CA-2015-145835,10/29/2017,11/3/2017,Second Class,BF-11170,OFF-FA-10002280,16.00,4,0.2,5.60
2469,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-AR-10003373,198.27,8,0.2,17.35
2470,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-LA-10002312,47.36,4,0.2,17.76
2471,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-EN-10000927,200.98,7,0.2,62.81
2472,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-LA-10003510,97.70,4,0.2,31.75
2473,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-AR-10001118,2.70,1,0.2,0.81
2474,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-BI-10001575,18.59,2,0.7,-13.63
2475,CA-2015-119291,10/30/2017,11/2/2017,First Class,JO-15550,OFF-BI-10001982,4.90,3,0.7,-3.43
2476,CA-2015-165162,10/30/2017,11/6/2017,Standard Class,HG-15025,OFF-ST-10003470,1117.92,4,0,55.90
2477,CA-2015-100146,10/30/2017,11/4/2017,Standard Class,CB-12535,FUR-BO-10004015,509.96,5,0.15,42.00
2478,CA-2015-100146,10/30/2017,11/4/2017,Standard Class,CB-12535,FUR-FU-10001979,122.91,3,0,34.41
2479,CA-2015-100146,10/30/2017,11/4/2017,Standard Class,CB-12535,FUR-CH-10003833,97.57,2,0.2,-6.10
2480,CA-2015-100146,10/30/2017,11/4/2017,Standard Class,CB-12535,FUR-CH-10004495,722.35,3,0.2,81.26
2481,CA-2015-166604,10/31/2017,11/5/2017,Second Class,AH-10690,OFF-EN-10004147,17.94,3,0,8.79
2482,CA-2015-138492,10/31/2017,11/7/2017,Standard Class,FC-14335,OFF-ST-10002583,51.97,2,0.2,-10.39
2483,CA-2015-100769,11/1/2017,11/1/2017,Same Day,TH-21550,TEC-AC-10002402,255.97,4,0.2,32.00
2484,US-2015-117184,11/2/2017,11/6/2017,Standard Class,ON-18715,OFF-BI-10002082,33.28,5,0.8,-49.92
2485,US-2015-117184,11/2/2017,11/6/2017,Standard Class,ON-18715,OFF-PA-10002250,14.09,3,0.2,4.93
2486,CA-2015-100251,11/2/2017,11/8/2017,Standard Class,DV-13465,OFF-LA-10003766,31.50,10,0,15.12
2487,CA-2015-100251,11/2/2017,11/8/2017,Standard Class,DV-13465,OFF-SU-10000898,55.60,4,0,16.12
2488,CA-2015-165554,11/3/2017,11/7/2017,Standard Class,AJ-10780,OFF-PA-10003724,10.86,2,0,5.32
2489,CA-2015-153535,11/5/2017,11/9/2017,Standard Class,SG-20470,FUR-FU-10001986,163.14,4,0.2,20.39
2490,CA-2015-153535,11/5/2017,11/9/2017,Standard Class,SG-20470,OFF-BI-10001031,6.41,4,0.7,-4.91
2491,US-2015-168914,11/6/2017,11/12/2017,Standard Class,JE-15745,OFF-AP-10000358,20.77,8,0.8,-52.96
2492,CA-2015-169278,11/6/2017,11/10/2017,Standard Class,ME-18010,OFF-BI-10001636,26.98,4,0.2,8.77
2493,CA-2015-102806,11/6/2017,11/13/2017,Standard Class,HG-14965,OFF-BI-10001597,24.59,2,0.7,-18.03
2494,CA-2015-149846,11/7/2017,11/11/2017,Standard Class,SB-20185,OFF-LA-10004484,8.26,2,0,3.80
2495,CA-2015-149846,11/7/2017,11/11/2017,Standard Class,SB-20185,TEC-MA-10004002,2973.32,7,0.2,334.50
2496,CA-2015-149846,11/7/2017,11/11/2017,Standard Class,SB-20185,OFF-ST-10002406,104.79,7,0,29.34
2497,CA-2015-149846,11/7/2017,11/11/2017,Standard Class,SB-20185,TEC-PH-10003645,775.73,6,0.2,58.18
2498,CA-2015-154921,11/8/2017,11/13/2017,Standard Class,EA-14035,OFF-EN-10000056,186.69,3,0,87.74
2499,US-2015-110569,11/8/2017,11/15/2017,Standard Class,EB-13870,OFF-BI-10001036,19.19,7,0.7,-12.80
2500,US-2015-110569,11/8/2017,11/15/2017,Standard Class,EB-13870,OFF-AP-10004708,121.79,4,0.2,13.70
2501,CA-2015-119102,11/8/2017,11/12/2017,Standard Class,KH-16690,OFF-ST-10004507,51.45,3,0,13.89
2502,CA-2015-136805,11/8/2017,11/12/2017,Second Class,NM-18445,OFF-AP-10001394,850.50,5,0.1,245.70
2503,CA-2015-136805,11/8/2017,11/12/2017,Second Class,NM-18445,FUR-FU-10003724,75.33,9,0,19.59
2504,US-2015-165512,11/9/2017,11/11/2017,Second Class,VS-21820,FUR-CH-10002880,602.65,7,0.3,-163.58
2505,US-2015-165512,11/9/2017,11/11/2017,Second Class,VS-21820,OFF-BI-10001249,7.66,6,0.8,-13.02
2506,CA-2015-138898,11/10/2017,11/14/2017,Standard Class,JH-16180,OFF-AP-10004487,845.73,13,0.2,84.57
2507,CA-2015-141768,11/10/2017,11/12/2017,Second Class,NP-18685,FUR-FU-10002268,14.73,3,0,4.86
2508,US-2015-152128,11/10/2017,11/12/2017,Second Class,NM-18445,OFF-AR-10002445,21.24,3,0,8.07
2509,US-2015-152128,11/10/2017,11/12/2017,Second Class,NM-18445,OFF-BI-10001718,127.96,2,0,60.14
2510,CA-2015-109708,11/10/2017,11/13/2017,Second Class,CY-12745,TEC-PH-10001944,467.04,4,0.2,58.38
2511,CA-2015-132941,11/10/2017,11/13/2017,First Class,MM-18280,OFF-SU-10002557,22.37,2,0.2,1.68
2512,CA-2015-132941,11/10/2017,11/13/2017,First Class,MM-18280,OFF-PA-10002160,32.37,7,0.2,11.73
2513,CA-2015-132941,11/10/2017,11/13/2017,First Class,MM-18280,TEC-AC-10003095,207.98,2,0.2,36.40
2514,US-2015-113327,11/11/2017,11/14/2017,Second Class,BF-11170,OFF-PA-10003790,18.27,1,0.2,5.94
2515,US-2015-113327,11/11/2017,11/14/2017,Second Class,BF-11170,OFF-PA-10003134,153.73,4,0.2,53.80
2516,US-2015-113327,11/11/2017,11/14/2017,Second Class,BF-11170,OFF-EN-10004459,12.22,2,0.2,4.43
2517,US-2015-113327,11/11/2017,11/14/2017,Second Class,BF-11170,TEC-AC-10003628,167.94,7,0.2,50.38
2518,CA-2015-148964,11/11/2017,11/16/2017,Standard Class,RD-19900,FUR-FU-10003849,20.24,1,0,7.89
2519,CA-2015-143147,11/11/2017,11/13/2017,Second Class,PS-18760,FUR-CH-10000863,105.69,1,0.3,-28.69
2520,CA-2015-143147,11/11/2017,11/13/2017,Second Class,PS-18760,TEC-MA-10004679,399.54,2,0.4,-79.91
2521,CA-2015-143147,11/11/2017,11/13/2017,Second Class,PS-18760,FUR-CH-10004754,104.93,5,0.3,-4.50
2522,CA-2015-118948,11/13/2017,11/19/2017,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0,1.79
2523,CA-2015-131758,11/13/2017,11/17/2017,Standard Class,KB-16315,OFF-AR-10000411,47.82,3,0,14.35
2524,CA-2015-131758,11/13/2017,11/17/2017,Standard Class,KB-16315,OFF-LA-10000262,13.05,5,0,6.00
2525,CA-2015-135020,11/13/2017,11/18/2017,Standard Class,MS-17770,TEC-PH-10004093,45.99,1,0,13.34
2526,CA-2015-135020,11/13/2017,11/18/2017,Standard Class,MS-17770,OFF-ST-10001490,535.41,3,0,160.62
2527,CA-2015-135020,11/13/2017,11/18/2017,Standard Class,MS-17770,OFF-BI-10000605,6.10,2,0.2,2.06
2528,CA-2015-135020,11/13/2017,11/18/2017,Standard Class,MS-17770,OFF-PA-10004255,45.36,7,0,21.77
2529,CA-2015-149601,11/13/2017,11/19/2017,Standard Class,TB-21625,OFF-ST-10001558,16.24,1,0,2.44
2530,CA-2015-149601,11/13/2017,11/19/2017,Standard Class,TB-21625,OFF-ST-10001328,77.55,5,0,21.71
2531,CA-2015-120880,11/14/2017,11/19/2017,Standard Class,JL-15850,OFF-PA-10004101,32.40,5,0,15.55
2532,CA-2015-120880,11/14/2017,11/19/2017,Standard Class,JL-15850,OFF-ST-10001496,540.57,3,0,140.55
2533,CA-2015-120880,11/14/2017,11/19/2017,Standard Class,JL-15850,OFF-BI-10002931,167.76,5,0.2,62.91
2534,CA-2015-111339,11/14/2017,11/16/2017,First Class,VP-21760,FUR-FU-10002506,41.57,4,0.2,-4.16
2535,CA-2015-111339,11/14/2017,11/16/2017,First Class,VP-21760,FUR-CH-10000863,317.06,3,0.3,-86.06
2536,CA-2015-111339,11/14/2017,11/16/2017,First Class,VP-21760,OFF-FA-10002988,8.04,5,0.2,2.91
2537,CA-2015-168277,11/14/2017,11/19/2017,Standard Class,KB-16315,OFF-LA-10004484,12.39,3,0,5.70
2538,CA-2015-104297,11/14/2017,11/16/2017,First Class,CC-12100,OFF-PA-10000474,85.06,3,0.2,28.71
2539,CA-2015-103177,11/15/2017,11/17/2017,First Class,EN-13780,TEC-PH-10001795,239.97,3,0,2.40
2540,CA-2015-103177,11/15/2017,11/17/2017,First Class,EN-13780,OFF-AP-10004540,160.32,2,0,44.89
2541,CA-2015-103177,11/15/2017,11/17/2017,First Class,EN-13780,TEC-PH-10001527,128.85,3,0,3.87
2542,CA-2015-163923,11/15/2017,11/19/2017,Standard Class,BD-11560,TEC-AC-10000358,151.96,4,0,36.47
2543,CA-2015-124919,11/16/2017,11/18/2017,First Class,SP-20650,OFF-PA-10001950,58.38,7,0,26.27
2544,CA-2015-124919,11/16/2017,11/18/2017,First Class,SP-20650,OFF-PA-10002254,105.52,4,0,48.54
2545,CA-2015-124919,11/16/2017,11/18/2017,First Class,SP-20650,OFF-ST-10001590,80.88,6,0,21.03
2546,CA-2015-133627,11/16/2017,11/23/2017,Standard Class,SC-20050,FUR-FU-10001935,22.20,6,0,9.10
2547,CA-2015-147788,11/16/2017,11/20/2017,Standard Class,TM-21010,FUR-BO-10004357,1406.86,7,0,140.69
2548,CA-2015-147788,11/16/2017,11/20/2017,Standard Class,TM-21010,OFF-LA-10003766,15.75,5,0,7.56
2549,CA-2015-147788,11/16/2017,11/20/2017,Standard Class,TM-21010,OFF-ST-10000046,323.10,2,0,61.39
2550,CA-2015-120677,11/16/2017,11/20/2017,Standard Class,BD-11320,FUR-CH-10002320,2567.84,8,0,770.35
2551,CA-2015-136224,11/16/2017,11/16/2017,Same Day,ML-18265,OFF-AR-10003504,10.27,3,0.2,1.16
2552,CA-2015-156153,11/16/2017,11/18/2017,Second Class,CW-11905,OFF-FA-10003472,7.56,6,0,0.30
2553,CA-2015-100818,11/16/2017,11/21/2017,Second Class,JM-15265,OFF-LA-10000443,5.90,2,0.2,1.99
2554,CA-2015-100818,11/16/2017,11/21/2017,Second Class,JM-15265,OFF-PA-10001125,173.49,7,0.2,54.22
2555,CA-2015-100818,11/16/2017,11/21/2017,Second Class,JM-15265,FUR-FU-10002703,51.56,2,0.6,-61.87
2556,CA-2015-100818,11/16/2017,11/21/2017,Second Class,JM-15265,OFF-BI-10004364,3.56,3,0.8,-6.24
2557,CA-2015-149748,11/16/2017,11/18/2017,Second Class,EM-13825,OFF-PA-10002120,274.80,5,0,134.65
2558,CA-2015-149748,11/16/2017,11/18/2017,Second Class,EM-13825,OFF-ST-10004340,62.18,1,0,16.79
2559,CA-2015-149748,11/16/2017,11/18/2017,Second Class,EM-13825,FUR-FU-10001847,8.28,2,0,2.98
2560,US-2015-163685,11/17/2017,11/21/2017,Standard Class,KE-16420,OFF-BI-10001890,5.73,8,0.8,-9.16
2561,US-2015-163685,11/17/2017,11/21/2017,Standard Class,KE-16420,OFF-PA-10002606,42.24,10,0.2,13.20
2562,US-2015-132836,11/17/2017,11/21/2017,Standard Class,AJ-10945,TEC-PH-10001299,299.98,2,0,83.99
2563,US-2015-132836,11/17/2017,11/21/2017,Standard Class,AJ-10945,OFF-BI-10004224,403.68,6,0,181.66
2564,US-2015-132836,11/17/2017,11/21/2017,Standard Class,AJ-10945,TEC-PH-10001300,41.90,2,0,11.73
2565,US-2015-132836,11/17/2017,11/21/2017,Standard Class,AJ-10945,OFF-LA-10004178,28.91,7,0,13.30
2566,CA-2015-161242,11/17/2017,11/24/2017,Standard Class,CG-12040,OFF-PA-10001838,11.76,2,0,5.76
2567,CA-2015-164833,11/20/2017,11/20/2017,Same Day,LL-16840,OFF-LA-10000443,7.38,2,0,3.47
2568,CA-2015-164833,11/20/2017,11/20/2017,Same Day,LL-16840,OFF-AR-10004685,9.26,2,0,3.06
2569,US-2015-142020,11/20/2017,11/24/2017,Second Class,TC-21535,OFF-PA-10004569,30.44,4,0,14.31
2570,US-2015-142020,11/20/2017,11/24/2017,Second Class,TC-21535,FUR-FU-10000672,35.28,3,0,12.00
2571,CA-2015-158491,11/20/2017,11/25/2017,Second Class,BP-11155,TEC-AC-10001874,119.98,2,0,35.99
2572,CA-2015-158491,11/20/2017,11/25/2017,Second Class,BP-11155,TEC-AC-10003870,989.97,3,0,395.99
2573,CA-2015-166947,11/21/2017,11/26/2017,Standard Class,EB-13750,FUR-CH-10004997,1522.64,9,0.1,169.18
2574,CA-2015-115168,11/21/2017,11/25/2017,Standard Class,BB-11545,OFF-PA-10000528,10.56,2,0,4.75
2575,CA-2015-142041,11/23/2017,11/25/2017,Second Class,EM-13810,OFF-BI-10004187,7.52,5,0.2,2.63
2576,CA-2015-157343,11/23/2017,11/27/2017,Standard Class,HD-14785,OFF-BI-10003707,18.31,4,0.7,-12.21
2577,CA-2015-157343,11/23/2017,11/27/2017,Standard Class,HD-14785,OFF-PA-10000552,25.92,5,0.2,9.07
2578,CA-2015-157343,11/23/2017,11/27/2017,Standard Class,HD-14785,OFF-AR-10003183,8.02,3,0.2,1.00
2579,CA-2015-164007,11/24/2017,11/28/2017,Standard Class,MG-17695,TEC-AC-10003433,2.38,3,0.2,0.74
2580,CA-2015-164007,11/24/2017,11/28/2017,Standard Class,MG-17695,OFF-AP-10003849,143.13,2,0.8,-393.60
2581,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,OFF-PA-10002581,173.49,7,0.2,54.22
2582,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,OFF-ST-10000046,516.96,4,0.2,-6.46
2583,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,FUR-FU-10001185,173.21,7,0.2,45.47
2584,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,OFF-AR-10003856,4.45,2,0.2,0.33
2585,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,OFF-LA-10001982,9.00,3,0.2,3.15
2586,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,OFF-PA-10001215,42.24,10,0.2,13.20
2587,CA-2015-162201,11/24/2017,11/28/2017,Standard Class,AG-10495,OFF-BI-10002429,18.26,2,0.7,-13.39
2588,CA-2015-110947,11/25/2017,12/1/2017,Standard Class,AG-10765,OFF-BI-10001670,113.10,3,0,56.55
2589,CA-2015-144190,11/25/2017,11/29/2017,Standard Class,NC-18415,OFF-PA-10000304,12.96,2,0,6.22
2590,CA-2015-141012,11/25/2017,11/27/2017,Second Class,TG-21640,FUR-FU-10003192,355.36,4,0,92.39
2591,CA-2015-141012,11/25/2017,11/27/2017,Second Class,TG-21640,TEC-PH-10004522,140.38,3,0.2,8.77
2592,CA-2015-101868,11/25/2017,12/2/2017,Standard Class,MJ-17740,OFF-BI-10003876,64.20,5,0.7,-42.80
2593,CA-2015-101868,11/25/2017,12/2/2017,Standard Class,MJ-17740,OFF-BI-10002133,38.52,3,0.7,-26.96
2594,CA-2015-101868,11/25/2017,12/2/2017,Standard Class,MJ-17740,TEC-AC-10004396,72.60,5,0.2,-8.17
2595,US-2015-123960,11/27/2017,12/2/2017,Standard Class,BD-11605,TEC-AC-10003038,53.70,6,0,10.20
2596,US-2015-123960,11/27/2017,12/2/2017,Standard Class,BD-11605,OFF-BI-10002799,36.26,7,0,16.68
2597,US-2015-123960,11/27/2017,12/2/2017,Standard Class,BD-11605,OFF-AR-10003582,56.30,2,0,15.76
2598,US-2015-123960,11/27/2017,12/2/2017,Standard Class,BD-11605,OFF-PA-10004451,32.40,5,0,15.55
2599,US-2015-123960,11/27/2017,12/2/2017,Standard Class,BD-11605,FUR-FU-10004666,29.16,2,0,10.79
2600,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,FUR-CH-10003312,1123.92,5,0.2,-182.64
2601,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,TEC-PH-10002496,249.58,2,0.2,31.20
2602,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,FUR-FU-10003464,48.67,3,0.2,7.30
2603,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,OFF-AR-10000380,60.77,2,0.2,7.60
2604,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,OFF-BI-10004593,78.60,5,0.7,-62.88
2605,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,OFF-BI-10001308,3.77,2,0.7,-3.14
2606,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,OFF-ST-10001780,1036.62,2,0.2,51.83
2607,CA-2015-121720,11/27/2017,11/28/2017,First Class,JE-15610,OFF-ST-10003816,563.81,4,0.2,21.14
2608,CA-2015-139850,11/28/2017,12/3/2017,Standard Class,GB-14575,OFF-PA-10003848,20.74,4,0.2,7.26
2609,CA-2015-139850,11/28/2017,12/3/2017,Standard Class,GB-14575,FUR-FU-10003623,43.30,2,0.2,4.33
2610,CA-2015-131779,11/28/2017,12/3/2017,Standard Class,LE-16810,OFF-ST-10001505,29.90,5,0,5.08
2611,CA-2015-104115,11/28/2017,12/2/2017,Standard Class,JH-15910,TEC-PH-10002844,55.98,2,0.2,4.20
2612,CA-2015-136105,11/28/2017,12/2/2017,Standard Class,SZ-20035,OFF-ST-10002444,24.56,2,0,6.88
2613,CA-2015-127418,11/29/2017,11/30/2017,First Class,JJ-15445,OFF-BI-10003707,36.62,3,0.2,13.73
2614,CA-2015-104941,11/29/2017,12/5/2017,Standard Class,DH-13075,OFF-AR-10004269,24.78,6,0,6.94
2615,CA-2015-104941,11/29/2017,12/5/2017,Standard Class,DH-13075,OFF-BI-10001249,19.14,3,0,8.80
2616,CA-2015-104941,11/29/2017,12/5/2017,Standard Class,DH-13075,TEC-CO-10004202,899.97,3,0,314.99
2617,CA-2015-104941,11/29/2017,12/5/2017,Standard Class,DH-13075,OFF-PA-10003363,32.40,5,0,15.55
2618,CA-2015-155054,11/29/2017,12/5/2017,Standard Class,PS-19045,OFF-BI-10004970,8.26,2,0,3.88
2619,CA-2015-155054,11/29/2017,12/5/2017,Standard Class,PS-19045,OFF-BI-10002824,29.84,2,0,13.43
